5.12E+14,2021-05-25T21:53:15.801Z,5,,,,,,,
5.12E+14,2021-05-25T21:53:15.807Z,5,,,,,,,
5.12E+14,2021-05-25T21:53:15.812Z,4,,,,,,,
5.12E+14,2021-05-25T21:53:15.815Z,2,,,,,,,
5.12E+14,2021-05-25T21:53:15.821Z,4,,,,,,,
5.12E+14,2021-05-25T21:53:15.828Z,6,,,,,,,
5.12E+14,2021-05-25T21:53:15.832Z,2,,,,,,,
5.12E+14,2021-05-25T21:53:15.835Z,2,,,,,,,
5.12E+14,2021-05-25T21:53:15.839Z,3,,,,,,,
5.12E+14,2021-05-25T21:53:15.842Z,1,,,,,,,
5.12E+14,2021-05-25T21:53:15.848Z,4,,,,,,,
5.12E+14,2021-05-25T21:53:15.853Z,3,,,,,,,
5.12E+14,2021-05-25T21:53:15.858Z,3,,,,,,,
5.12E+14,2021-05-25T21:53:15.863Z,4,,,,,,,
5.12E+14,2021-05-25T21:53:15.867Z,3,,,,,,,
5.12E+14,2021-05-25T21:53:15.872Z,4,,,,,,,
5.12E+14,2021-05-25T21:53:15.877Z,4,,,,,,,
5.12E+14,2021-05-25T21:53:15.881Z,3,,,,,,,
no AE with 1000 pass,,4.655172414,,,,,,,
,,,,,,,,,
5.12011E+14,2021-05-25T21:54:17.603Z,50,,,,,,,
5.12011E+14,2021-05-25T21:54:17.621Z,5,,,,,,,
5.12011E+14,2021-05-25T21:54:17.626Z,3,,,,,,,
5.12011E+14,2021-05-25T21:54:17.632Z,4,,,,,,,
5.12011E+14,2021-05-25T21:54:17.637Z,4,,,,,,,
5.12011E+14,2021-05-25T21:54:17.645Z,7,,,,,,,
5.12011E+14,2021-05-25T21:54:17.652Z,4,,,,,,,
5.12011E+14,2021-05-25T21:54:17.654Z,1,,,,,,,
5.12011E+14,2021-05-25T21:54:17.663Z,5,,,,,,,
5.12011E+14,2021-05-25T21:54:17.670Z,6,,,,,,,
5.12011E+14,2021-05-25T21:54:17.673Z,2,,,,,,,
5.12011E+14,2021-05-25T21:54:17.683Z,5,,,,,,,
5.12011E+14,2021-05-25T21:54:17.693Z,9,,,,,,,
5.12011E+14,2021-05-25T21:54:17.696Z,1,,,,,,,
5.12011E+14,2021-05-25T21:54:17.701Z,1,,,,,,,
5.12011E+14,2021-05-25T21:54:17.710Z,4,,,,,,,
5.12012E+14,2021-05-25T21:54:17.715Z,2,,,,,,,
5.12012E+14,2021-05-25T21:54:17.717Z,1,,,,,,,
5.12012E+14,2021-05-25T21:54:17.721Z,2,,,,,,,
5.12012E+14,2021-05-25T21:54:17.724Z,2,,,,,,,
5.12012E+14,2021-05-25T21:54:17.727Z,2,,,,,,,
5.12012E+14,2021-05-25T21:54:17.731Z,3,,,,,,,
5.12012E+14,2021-05-25T21:54:17.732Z,1,,,,,,,
5.12012E+14,2021-05-25T21:54:17.737Z,3,,,,,,,
5.12012E+14,2021-05-25T21:54:17.740Z,2,,,,,,,
5.12012E+14,2021-05-25T21:54:17.746Z,5,,,,,,,
5.12012E+14,2021-05-25T21:54:17.749Z,2,,,,,,,
5.12012E+14,2021-05-25T21:54:17.753Z,2,,,,,,,
5.12012E+14,2021-05-25T21:54:17.755Z,1,,,,,,,
5.12012E+14,2021-05-25T21:54:17.758Z,1,,,,,,,
AE with 1000 pass,,3.103448276,,,,,,,
